hsn_code,description,gst_rate
8703,"Electrically operated vehicles, including three
wheeled electric motor vehicles.",
8703,"Motor vehicles cleared as ambulances duly fitted with all the fitments, furniture and accessories
necessary for an ambulance from the factory manufacturing such motor vehicles",
8704,"Motor vehicles for the transport of goods [other
than Refrigerated motor vehicles]",0.28
8704,Refrigerated motor vehicles,0.18
8705,"Special purpose motor vehicles, other than those principally designed for the transport of persons or goods (for example, breakdown lorries, crane lorries, fire fighting vehicles, concrete-mixer lorries, road sweeper lorries, spraying lorries, mobile workshops, mobile
radiological unit)",0.18
8706,"Chassis fitted with engines, for the motor
vehicles of headings 8701 to 8705",0.28
8707,"Bodies (including cabs), for the motor vehicles
of headings 8701 to 8705",0.28
8708,Hydraulic and its parts thereof for tractors,0.18
8708,Transaxles and its parts thereof for tractors,0.18
8708,"Fender, Hood, wrapper, Grill, Side Panel, Extension Plates, Fuel Tank and parts
thereof for tractors”",0.18
8708,"Steering wheels and its parts thereof for
tractor",0.18
8708,"Brakes assembly and its parts thereof for
tractors",0.18
8708,"Following parts of tractors namely:
a. Rear Tractor wheel rim,
b. tractor centre housing,
c. tractor housing transmission,
d. tractor support front axle",0.18
8708,"(i) Radiator assembly for tractors and parts thereof
(ii) Cooling system for tractor engine and parts thereof",0.18
8708,"Clutch assembly and its parts thereof for
tractors",0.18
8708,"Parts and accessories of the motor vehicles of headings 8701 to 8705 [other than specified
parts of tractors]",0.28
8708,Gear boxes and parts thereof for tractors,0.18
8708,"Road wheels and parts and accessories
thereof for tractors",0.18
8708,"Silencer assembly for tractors and parts
thereof",0.18
8708-10-10,Bumpers and parts thereof for tractors,0.18
8709,"Works trucks, self-propelled, not fitted with lifting or handling equipment, of the type used in factories, warehouses, dock areas or airports for short distance transport of goods; tractors of the type used on railway station
platforms; parts of the foregoing vehicles",0.18
8710,"Tanks and other armoured fighting vehicles,
motorised, whether or not fitted with weapons, and parts of such vehicles",0.12
8711,"Motorcycles (including mopeds) and cycles fitted with an auxiliary motor, with or without
side-cars; side-cars",0.28
8711,Motorcycles of engine capacity exceeding 350 cc.,
8712,"Bicycles and other cycles (including
delivery tricycles), not motorised",0.12
8713,"Carriages for disabled persons, whether or not motorised
or otherwise mechanically propelled",0.05
8714,"Parts and accessories of bicycles and other
cycles (including delivery tricycles), not motorised, of 8712",0.12
8714,"Parts and accessories of vehicles of heading
8711",0.28
8714,Parts and accessories of carriage for disabled persons],0.05
8715,Baby carriages and parts thereof,0.18
8716,"Trailers and semi-trailers; other vehicles, not mechanically propelled; parts thereof [other than Self-loading or self-unloading trailers for agricultural purposes, and Hand propelled vehicles (e.g. hand carts, rickshaws and the
like); animal drawn vehicles]",0.18
8716,Self-loading or self-unloading trailers for agricultural purposes,0.12
871680,"Hand propelled vehicles (e.g. hand carts, rickshaws and the like); animal drawn
vehicles",0.12
88,"Scientific and technical instruments, apparatus, equipment, accessories, parts, components, spares, tools, mock ups and modules, raw material and consumables
required for launch vehicles and satellites and payloads",0.05
8801,"Balloons and dirigibles, gliders and other
non-powered aircraft",0.18
8802,"Other aircraft (for example, helicopters, aeroplanes)
except the items covered in Sl. No. 383 in Schedule III, other than for personal use",0.05
8802,"Other aircraft (for example, helicopters, aeroplanes), for personal use.",
8802,"Spacecraft (including satellites) and suborbital and
spacecraft launch vehicles",0.0
8802,Aircrafts for personal use,0.28
8804,"Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto and parts
thereof",0.18
8805,"Aircraft launching gear, deck arrestor or similar gear; ground flying trainers and
parts thereof",0.18
8806,"Other aircraft (for example, helicopters, aeroplanes)
except the items covered in Sl. No. 383 in Schedule III, other than for personal use",0.05
8806,Aircrafts for personal use,0.28
8806,"Closed-circuit television (CCTV), transmission apparatus for radio- broadcasting or television, whether or not incorporating reception apparatus or sound recording or reproducing apparatus; television cameras, digital cameras and video camera recorders including goods in the form of unmanned aircraft falling under 8806 [other than two-way radio
(Walkie talkie) used by defence, police and paramilitary forces, etc.",0.18
8806,"Other aircraft (for example, helicopters, aeroplanes), for personal use.",
8807,Parts of goods of heading 8801”;,0.18
8807,"Parts of goods of heading 8802 or 8806 (except parts of
items covered in Sl. No. 383 in Schedule III)",0.05
89,Tender coconut water pre-packaged and labelled.,0.12
89,Tender coconut water other than pre-packaged and labelled.,0.0
8901,"Cruise ships, excursion boats, ferry-boats, cargo ships, barges and similar vessels for the transport of persons or
goods",0.05
8902,"Fishing vessels; factory ships and other vessels for
processing or preserving fishery products",0.05
8903,Yacht and other vessels for pleasure or sports,
8903,"Yachts and other vessels for pleasure or sports;
rowing boats and canoes",0.28
8904,Tugs and pusher craft,0.05
8905,"Light-vessels, fire-floats, dredgers, floating cranes and other vessels the navigability of which is subsidiary to their main function; floating docks; floating or
submersible drilling or production platforms",0.05
8906,"Other vessels, including warships and lifeboats other than
rowing boats",0.05
8907,"Other floating structures (for example, rafts, tanks, coffer-
dams, landing-stages, buoys and beacons)",0.05
8908,"Vessels and other floating structures for
breaking up",0.18
9,All goods of seed quality,0.0
90,Tender coconut water pre-packaged and labelled.,0.12
90,Others,
90,All goods,0.12
90,Pan-masala,
90,"Patent Ductus Arteriousus / Atrial Septal
Defect occlusion device",0.12
90,"All goods i.e. Hoof meal; horn meal; hooves, claws,
nails and beaks; antlers; etc.",0.0
90,Hydraulic Pumps for Tractors,0.18
90,"All goods, other than pan masala containing tobacco 'gutkha', not bearing a brand name",
90,"Blood glucose monitoring system
(Glucometer) and test strips",0.12
90,Parts of air or vacuum pumps and compressors of bicycle pumps,0.18
90,Ice and snow,0.05
90,"Motor vehicles for the transport of not more than 13 persons, including the driver, other than the vehicles of the description mentioned in S. No.
50 and 51",
90,Diabetic foods,0.12
90,Tender coconut water other than pre-packaged and labelled.,0.0
90,"Vegetable materials, for manufacture of jhadoo or
broom sticks",0.0
90,"Coconut shell, unworked",0.0
90,Betel leaves,0.0
90,"Coronary stents and coronary stent systems for use with
cardiac catheters",0.05
90,Artificial kidney,0.05
90,Pan masala containing tobacco ‘Gutkha’,
90,"Disposable sterilized dialyzer or micro barrier of artificial
kidney",0.05
90,"Parts of the following goods, namely:-
(i) Crutches;
(ii) Wheel chairs;
(iii) Walking frames;
(iv) Tricycles;
(v) Braillers; and
(vi) Artificial limbs",0.05
90,"All goods, other than pan masala containing tobacco 'gutkha', bearing a brand name",
90,"Assistive devices, rehabilitation aids and other goods for disabled, specified in List 3 appended to this Schedule",0.05
90,Caffeinated Beverages,
90,Handbags including pouches and purses; jewellery box,0.12
90,Tube for tractor tyres,0.18
90,Art ware of cork [including articles of sholapith],0.12
90,Cigarillos of tobacco substitutes,
90,"Other non-alcoholic beverages [other than
tender coconut water and caffeinated beverages",0.18
90,Other,
90,Bidi wrapper leaves (tendu),0.18
90,"Other water pipe smoking tobacco not bearing a
brand name.",
90,"Carved wood products, art ware/decorative
articles of wood (including inlay work, casks, barrel, vats)",0.12
90,Sweetmeats,0.05
90,Indian katha,0.18
90,Aluminium art ware,0.12
90,Cigarettes of tobacco substitutes,
90,Art ware of iron,0.12
90,Caffeinated Beverages,0.28
90,"Glass art ware [ incl. pots, jars, votive, cask, cake cover, tulip bottle, vase ]",0.12
90,"Marble and travertine, other than blocks",0.18
90,Pan masala,0.28
90,"Stone art ware, stone inlay work",0.12
90,"Vegetable products not elsewhere specified or included such as, Cotton linters, Soap nuts, Hard seeds, pips, hulls and nuts, of a kind used primarily for carving, Rudraksha seeds [other than bidi wrapper leaves (tendu), betel leaves, Indian katha, coconut shell, unworked",0.05
90,"Statuettes & other ornamental ceramic articles
(incl blue potteries)",0.12
90,Other smoking tobacco not bearing a brand name,
90,Other smoking tobacco bearing a brand name,
90,"Namkeens, bhujia, mixture, chabena and similar edible preparations in ready for consumption form, other than those pre-packaged and labelled.",0.05
90,"Toran, Doorway Decoration made from cotton
yarn or woollen yarn and aabhala (mirror) with or without hanging flaps",0.05
90,Other cigarettes containing tobacco,
90,Glass statues [other than those of crystal],0.12
90),"Ecaussine and other calcareous monumental or building stone alabaster [other than marble and travertine], other than mirror polished stone which is ready to use",0.05
9001,"Optical fibres and optical fibre bundles; optical fibre cables other than those of heading 8544; sheets and plates of polarising material; prisms, mirrors and other optical elements, of any material,
unmounted, other than such elements of glass not optically worked",0.18
9001,Contact lenses; Spectacle lenses,0.12
9002,"Lenses, prisms, mirrors and other optical elements, of any material, mounted, being parts of or fittings for instruments or apparatus, other than such elements of glass not optically worked [other than
intraocular lens]",0.18
9004,"Spectacles [other than corrective];
goggles including those for correcting vision",0.18
9004,"Spectacles, corrective [other than goggles
for correcting vision]",0.12
9005,"Binoculars, monoculars, other optical telescopes, and 27 mountings therefor; other astronomical instruments and mountings therefor, but not including
instruments for radio-astronomy",0.18
9006,"Photographic (other than cinematographic) cameras; photographic flashlight apparatus and flashbulbs other than discharge lamps
of heading 8539",0.18
9007,"Cinematographic cameras and projectors, whether or not incorporating sound
recording or reproducing apparatus",0.18
9008,"Image projectors, other than
cinematographic; photographic (other than cinematographic) enlargers and reducers",0.18
901,"Coffee beans, not roasted",0.0
901,"Coffee roasted, whether or not decaffeinated coffee
husks and skins; coffee substitutes containing coffee in any proportion [other than coffee beans not roasted]",0.05
9010,"Apparatus and equipment for photographic (including cinematographic) laboratories, not specified or included elsewhere in this
Chapter; negatoscopes; projection screens",0.18
9011,"Compound optical microscopes, including those for photomicrography
cinephotomicrography or microprojection",0.18
9012,"Microscopes other than optical microscopes;
diffraction apparatus",0.18
9013,"Lasers, other than Laser Diodes; other Optical Appliances and Instruments, not specified or included elsewhere in this
Chapter",0.18
9014,Direction finding compasses; other navigational instruments and appliances,0.18
9015,"Surveying (including photogrammetrical surveying), hydrographic, oceanographic, hydrological, meteorological or geophysical instruments and appliances,
excluding compasses; rangefinders",0.18
9016,"Balances of a sensitivity of 5 cg or better,
with or without weights",0.18
9017,"Drawing, marking-out or mathematical calculating instruments (for example, drafting machines, pantographs, protractors, drawing sets, slide rules, disc calculators); instruments for measuring length, for use in the hand (for example, measuring rods and tapes, micrometers, callipers), not specified or included elsewhere in this chapter",0.18
9018,"Instruments and appliances used in medical, surgical, dental or veterinary sciences, including scintigraphic apparatus, other
electro-medical apparatus and sight-testing instruments",0.12
9019,"Mechano-therapy appliances; massage apparatus; psychological aptitude-testing apparatus; ozone therapy, oxygen therapy, aerosol therapy, artificial respiration or other
therapeutic respiration apparatus",0.12
902,"Tea, whether or not flavoured [other than unprocessed
green leaves of tea",0.05
902,Unprocessed green leaves of tea,0.0
9020,"Other breathing appliances and gas masks,
excluding protective masks having neither mechanical parts nor replaceable filters",0.12
9021,Hearing aids,0.0
9021,"Orthopaedic appliances, such as crutches, surgical belts, and trusses; Splints and other fracture appliances; artificial parts of the body; other appliances which are worn or carried, or implanted in the body, to compensate for a defect or disability; intraocular lens [other than hearing aids]”;",0.05
9022,"Apparatus based on the use of X-rays or of alpha, beta or gamma radiations, for medical, surgical, dental or veterinary uses, including radiography or radiotherapy apparatus, X-ray tubes and other X-ray generators, high tension generators, control panels and desks, screens, examinations or
treatment tables, chairs and the light",0.12
9022,"Apparatus based on the use of X-rays or of alpha, beta, gamma or other ionizing radiations [other than those for medical, surgical, dental or veterinary uses], including radiography or radiotherapy apparatus, X-ray tubes and other X-ray generators, high tension generators, control panels and desks, screens, 28
examinations or treatment tables, chairs and the like",0.18
9023,"Instruments, apparatus and models, designed for demonstrational purposes (for example, in education or exhibitions),
unsuitable for other uses",0.18
9024,"Machines and appliances for testing the hardness, strength, compressibility, elasticity or other mechanical properties of
materials (for example, metals, wood, textiles, paper, plastics)",0.18
9025,"Hydrometers and similar floating instruments, thermometers, pyrometers, barometers, hygrometers and psychrometers, recording or not, and any
combination of these instruments",0.18
9026,"Instruments and apparatus for measuring or checking the flow, level, pressure or other variables of liquids or gases (for
example, flow meters, level gauges,manometers, heat meters), excluding
instruments and apparatus of heading 9014, 9015, 9028 or 9032",0.18
9027,"Instruments and apparatus for physical or chemical analysis (for example, polarimeters, refractometers, spectrometers, gas or smoke analysis apparatus); instruments and apparatus for measuring or checking viscosity, porosity, expansion, surface tension or the like; instruments and appratus for measuring or checking quantities of heat, sound or light
(including exposure meters); microtomes",0.18
9028,"Gas, liquid or electricity supply or production meters, including calibrating
meters therefor",0.18
9029,"Revolution counters, production counters, taximeters, mileometers, pedometers and the like; speed indicators and tachometers,
other than those of heading 9014 or 9015; stroboscopes",0.18
903,Maté,0.05
9030,"Oscilloscopes, spectrum analysers and other instruments and apparatus for measuring or checking electrical quantities, excluding meters of heading 90.28; instruments and apparatus for measuring or detecting alpha, beta, gamma, X‑ray, cosmic or other ionising
radiations",0.18
9031,"Measuring or checking instruments, appliances and machines, not specified or
included elsewhere in this Chapter; profile projectors",0.18
9032,"Automatic regulating or controlling
instruments and apparatus",0.18
9033,"Parts and accessories (not specified or included elsewhere in this Chapter) for machines, appliances, instruments or
apparatus of Chapter 90",0.18
904,"Pepper of the genus Piper; dried or crushed or ground
fruits of the genus Capsicum or of the genus Pimenta",0.05
905,Vanilla,0.05
906,Cinnamon and cinnamon-tree flowers,0.05
907,"Cloves (whole fruit, cloves and stems)",0.05
908,"Nutmeg, mace and cardamoms",0.05
909,"Seeds of anise, badian, fennel, coriander, cumin or
caraway; juniper berries [other than of seed quality]",0.05
909,"Seeds of anise, badian, fennel, coriander, cumin or
caraway; juniper berries [of seed quality]",0.0
91,Diabetic foods,0.12
91,Hand pumps and parts thereof,0.05
91,"All goods, including refined sugar containing added flavouring or colouring
matter, sugar cubes (other than those which attract 5% or nil GST)",0.12
91,"Other non-alcoholic beverages [other than
tender coconut water and caffeinated beverages",0.18
91,Condensed milk,0.12
91,"“Homogenised” or “reconstituted” tobacco, bearing a brand name",
91,Parts of kerosene pressure lanterns including gas mantles,0.05
91,"Products for oral application or transdermal application or for application otherwise than orally or transdermally, containing nicotine and intended to assist
tobacco use cessation",0.18
91,"(i) Radiator assembly for tractors and parts thereof
(ii) Cooling system for tractor engine and parts thereof",0.18
9101,"Wrist-watches, pocket-watches and other watches, including stop-watches, with case of precious metal or of metal clad with
precious metal",0.18
9102,"Wrist-watches, pocket-watches and other
watches, including stop watches, other than those of heading 9101",0.18
9103,"Clocks with watch movements, excluding
clocks of heading 9104",0.18
9104,"Instrument panel clocks and clocks of a similar type for vehicles, aircraft,
spacecraft or vessels",0.18
9105,Other clocks,0.18
9106,"Time of day recording apparatus and apparatus for measuring, recording or otherwise indicating intervals of time, with clock or watch movement or with synchronous motor (for example, time-
registers, time-recorders)",0.18
9107,"Time switches with clock or watch
movement or with synchronous motor",0.18
9108,"Watch movements, complete and
assembled",0.18
9109,"Clock movements, complete and
assembled",0.18
9110,"Complete watch or clock movements, unassembled or partly assembled (movement sets); incomplete watch or clock movements, assembled; rough watch
or clock movements",0.18
9111,Watch cases and parts thereof,0.18
9112,"Clock cases and cases of a similar type for other goods of this chapter, and parts
thereof",0.18
9113,"Watch straps, watch bands and watch bracelets, and parts thereof",0.18
9114,Other clock or watch parts,0.18
92,Ornamental framed mirrors,0.12
92,"Products for oral application or transdermal application or for application otherwise than orally or transdermally, containing nicotine and intended to assist
tobacco use cessation",0.18
92,"Indigenous handmade musical instruments as listed in
ANNEXUREII",0.0
92,"Silencer assembly for tractors and parts
thereof",0.18
92,Parts of kerosene pressure lanterns including gas mantles,0.05
9201,"Pianos, including automatic pianos; harpsi- chords and other keyboard stringed
instruments",0.18
9202,"Other string musical instruments (for
example, guitars, violins, harps)",0.18
9205,"Wind musical instruments (for example, keyboard pipe organs, accordions, clarinets, trumpets, bagpipes), other than fairground organs and mechanical street
organs",0.18
9206,"Percussion musical instruments (for
example, drums, xylophones, cymbols, castanets, maracas)",0.18
9207,"Musical instruments, the sound of which is produced, or must be amplified, electrically (for example, organs, guitars,
accordions)",0.18
9208,"Musical boxes, fairground organs, mechanical street organs, mechanical singing birds, musical saws and other musical instruments not falling within any other heading of this chapter; decoy calls of all kinds; whistles, call horns and other
mouth-blown sound signalling instruments",0.18
9209,"Parts (for example, mechanisms for musical boxes) and accessories (for example, cards, discs and rolls for mechanical instruments) of musical instruments; metronomes, tuning forks and
pitch pipes of all kinds",0.18
93,Gibberellic acid,0.12
93,"Clutch assembly and its parts thereof for
tractors",0.18
9301,"Military weapons other than revolvers, pistols",0.18
9302,"Revolvers and pistols, other than those of
heading 9303 or 9304",0.28
9303,"Other firearms and similar devices which operate by the firing of an explosive charge (for example, sporting shotguns and rifles, muzzle-loading firearms, very pistols and other devices designed to project only signal flares, pistols and revolvers for firing blank ammunition, captive-bolt humane killers, line-throwing
guns)",0.18
9304,"Other arms (for example, spring, air or gas
guns and pistols, truncheons), excluding those of heading 9307",0.18
9305,"Parts and accessories of articles of
headings 9301 to 9304",0.18
9306,"Bombs, grenades, torpedoes, mines, missiles, and similar munitions of war and parts thereof; cartridges and other ammunition and projectiles and parts
thereof, including shot and cartridge wads",0.18
9307,"Swords, cut lasses, bayonets, lances and
similar arms and parts thereof and scabbards and sheaths therefor",0.18
94,"Steering wheels and its parts thereof for
tractor",0.18
94,"Following renewable energy devices and parts for their manufacture:-
(a) Bio-gas plant;
(b) Solar power based devices;
(c) Solar power generator;
(d) Wind mills, Wind Operated Electricity Generator (WOEG);
(e) Waste to energy plants / devices;
(f) Solar lantern / solar lamp;
(g) Ocean waves/tidal waves energy devices/plants;
(h) Photo voltaic cells, whether or not assembled in modules or made up into panels. Explanation:- If the goods specified in this entry are supplied, by a supplier, along with supplies of other goods and services, one of which being a taxable service specified in the entry at S. No. 38 of the Table mentioned in the notification No. 11/2017-Central Tax (Rate), dated 28th June, 2017 [G.S.R. 690(E)], the value of supply of goods for the purposes of this entry shall be deemed as seventy per cent. of the gross consideration charged for all such supplies, and the remaining thirty per cent. of the gross
consideration charged shall be deemed as value of the said taxable service.",0.12
9401,"Furniture of bamboo, rattan and cane",0.12
9401,Aircraft seats,0.05
9401,"Seats (other than those of heading 9402), whether or not convertible into beds, and parts thereof [other than seats of a kind
used for aircraft]",0.18
9402,"Medical, surgical, dental or veterinary furniture (for example, operating tables, examination tables, hospital beds with mechanical fittings, dentists' chairs); barbers' chairs and similar chairs, having rotating as well as both reclining and
elevating movements; parts of the foregoing articles",0.18
9403,"Furniture of bamboo, rattan and cane",0.12
9403,"Other furniture [other than furniture wholly made of bamboo, cane or rattan]
and parts thereof",0.18
9403,"Furniture wholly made of bamboo, cane or
rattan",0.12
9404,"Cotton quilts of sale value exceeding Rs.
1000 per piece]",0.12
9404,"Products wholly made of quilted textile
materials",0.12
9404,Coir products [except coir mattresses],0.12
9404,Cotton quilts of sale value not exceeding Rs. 1000 per piece,0.05
9404,"Mattress supports; articles of bedding and similar furnishing (for example, mattresses, quilts, eiderdowns, cushions, pouffes and pillows) fitted with springs or stuffed or internally fitted with any material or of cellular rubber or plastics, whether or not covered [other than coir products (except coir mattresses), products
wholly made of quilted textile materials and cotton quilts",0.18
9405,"Luminaires and lighting fittings including searchlights and spotlights and parts thereof, not elsewhere specified or included; illuminated signs, illuminated nameplates and the like, having a permanently fixed light source, and parts thereof not elsewhere specified or included
[other than kerosene pressure lantern and parts thereof including gas mantles; hurricane lanterns, kerosene lamp, petromax, glass chimney, and parts thereof.",0.18
9405,Kerosene pressure lantern,0.05
9405,"Hurricane lanterns, Kerosene lamp /
pressure lantern, petromax, glass chimney, and parts thereof",0.12
9405,Parts of kerosene pressure lanterns including gas mantles,0.05
9405-10-01,Handcrafted lamps (including panchloga lamp),0.12
9406,Prefabricated buildings,0.18
9410,Ghamella,0.18
9503,"Dolls or other toys made of wood or metal or
textile material [incl wooden toys of sawantwadi, Channapatna toys, Thanjavur doll)",0.12
9503,Toy ballons made of natural rubber latex],0.05
9503,"Electronic Toys like tricycles, scooters,
pedal cars etc. (including parts and accessories thereof)",0.18
9503,"Toys like tricycles, scooters, pedal cars etc.
(including parts and accessories thereof) [other than electronic toys]",0.12
9504,Ganjifa card,0.12
9504,"Video game consoles and machines, articles of funfair, table or parlour games, including pintables, billiards, special tables for casino games and automatic bowling alley equipment [other than playing cards, ganjifa card, chess board, carom board and
other board games of 9504 90 90 like ludo, etc.]",0.18
9504,"Playing cards, chess board, carom board and other board games, like ludo, etc. [other than
Video game consoles and Machines]",0.12
9505,"Festive, carnival or other entertainment articles, including conjuring tricks and
novelty jokes",0.18
9506,"Articles and equipment for general physical exercise, gymnastics, athletics, swimming pools and padding pools other
than sports goods",0.18
9506,Sports goods other than articles and equipments for general physical exercise,0.12
9507,Fishing hooks,0.05
9507,"Fishing rods, and other line fishing tackle; fish landing nets, butterfly nets and smilar nets; decoy “birds” (other than those of heading 9208 or 9705)
and similar hunting or shooting requisites",0.12
9508,"Travelling Circuses and Travelling Menageries; Amusement Park Rides and Water Part Amusements; Fairground Amusements, including Shooting
Galleries; Travelling Theatres",0.18
9601,"Worked ivory, bone, tortoise shell, horn, antlers, mother of pearl, and other animal carving material and articles of these
materials, articles of coral (including articles obtained by moulding)”;]",0.12
9601,"Worked articles of ivory, bone, tortoise shell, horn, antlers, coral, mother of pearl, seashell
other animal carving material",0.12
9601,Worked corals other than articles of coral,0.05
9602,"Worked vegetable or mineral carving, articles thereof, articles of wax, of stearin, of natural
gums or natural resins or of modelling pastes etc, (including articles of lac, shellac)",0.12
9602,"Worked vegetable or mineral carving material and articles of these materials moulded or carved articles of wax, of stearin, of natural gums or natural resins or of modelling pastes, and other moulded or carved articles, not elsewhere specified or
included; worked, unhardened gelatin (except gelatin of heading 3503) and articles of unhardened gelatin",0.18
9603,"Muddhas made of sarkanda, Brooms or brushes,
consisting of twigs or other vegetable materials, bound together, with or without handles",0.0
9603,"Brushes (including brushes constituting parts of machines, appliances or vehicles), hand operated mechanical floor sweepers, not motorised, mops and feather dusters; prepared knots and tufts for broom or brush making; paint pads and rollers; squeegees (other than roller squeegees) [other than brooms and brushes, consisting of twigs or other vegetable materials
bound together, with or without handles]",0.18
9603,"Broomsticks [other than brooms consisting of twigs or other vegetable materials bound together, with or without
handles",0.05
9604,Hand sieves and hand riddles,0.18
9605,"Travel sets for personal toilet, sewing or
shoe or clothes cleaning",0.18
9606,"Buttons, of plastics not covered with the textile material, of base metals, buttons of
coconut shell, button blanks",0.18
9607,Slide fasteners and parts thereof,0.12
9608,"Pencils (including propelling or sliding pencils), crayons, pastels, drawing charcoals
and tailor’s chalk",0.12
9608,"Ball point pens; felt tipped and other porous-tipped pens and markers; fountain pens; stylograph pens and other pens; duplicating stylos; pen holders, pencil holders and similar holders; parts (including caps and clips) of the foregoing articles, other than those of heading 9609",0.18
9609,"Pencils (including propelling or sliding pencils), crayons, pastels, drawing charcoals
and tailor’s chalk",0.12
9609,Slate pencils and chalk sticks,0.0
9610,Slates,0.0
9610,"Boards, with writing or drawing surface,
whether or not framed",0.18
9611,"Date, sealing or numbering stamps, and the like (including devices for printing or embossing labels), designed for operating in the hand; hand-operated composing
sticks and hand printing sets incorporating such composing sticks",0.18
9612,"Typewriter or similar ribbons, inked or otherwise prepared for giving impressions, whether or not on spools or in cartridges;
ink-pads, whether or not inked, with or without boxes",0.18
9613,"Cigarette lighters and other lighters, whether or not mechanical or electrical,
and parts thereof other than flints or wicks",0.18
9614,"Smoking pipes (including pipe bowls) and
cigar or cigarette holders, and parts thereof",0.28
9615,"Combs, hair-slides and the like; hairpins, curling pins, curling grips, hair-curlers and the like, other than those of heading 8516,
and parts thereof",0.12
9616,"Scent sprays and similar toilet sprays, and mounts and heads therefor; powder-puffs and pads for the application of cosmetics
or toilet preparations",0.18
9617,"Vacuum flasks and other vacuum vessels, Complete; parts thereof other than glass
inners",0.18
9618,"Tailors' dummies and other lay figures;
automata and other animated displays, used for shop window dressing",0.18
9619,All goods,0.12
96190010,Sanitary towels (pads) or sanitary napkins; tampons,0.0
96190020,Sanitary towels (pads) or sanitary napkins; tampons,0.0
9620,"Monopods, bipods, tripods and similar
articles",0.18
9701,"Hand paintings drawings and pastels (incl Mysore painting, Rajasthan painting, Tanjore
painting, Palm leaf painting, basoli etc)",0.12
9701,"Paintings, drawings and pastels, executed entirely by hand, other than drawings of heading 4906 and other than hand-painted or hand-decorated manufactured articles;
collages, mosaics and similar decorative plaques",0.12
9702,"Original engravings, prints and lithographs",0.12
9703,"Original sculptures and statuary, in metal, stone
or any other material",0.12
9703,"Original sculptures and statuary, in any
material",0.12
9704,"Postage or revenue stamps, stamp-postmarks, first-day
covers, postal stationery (stamped paper), and the like, used or unused, other than those of heading 4907",0.05
9705,"Collections and collectors' pieces of zoological, botanical, mineralogical, anatomical, historical, archaeological,
paleontological, ethnographic or numismatic interest [other than numismatic coins]",0.12
9705,Numismatic coins,0.05
9706,"Antiques of an age exceeding one hundred
years",0.12
9801,"All items of machinery including prime movers, instruments, apparatus and appliances, control gear and transmission equipment, auxiliary equipment (including those required for research and development purposes, testing and quality control), as well as all components (whether finished or not) or raw materials for the manufacture of the aforesaid items and their components, required for the initial setting up of a unit, or the substantial expansion of an existing unit, of a specified:
(1) industrial plant,
(2) irrigation project,
(3) power project,
(4) mining project,
(5) project for the exploration for oil or other minerals, and
(6) such other projects as the Central Government may, having regard to the economic development of the country notify in the Official Gazette in this behalf;
and spare parts, other raw materials (including semi-finished materials of consumable stores) not exceeding 10% of the value of the goods specified above, provided that such spare parts, raw materials or consumable stores are
essential for the maintenance of the plant or project mentioned in (1) to (6) above.",0.18
9802,Laboratory chemicals,0.18
9803,Passenger baggage,0.0
9804,"Drugs or medicines including their salts and esters and diagnostic test kits specified at S.No.180 above and Formulations specified at S.No.181 above, intended for
personal use.",0.05
9804,All dutiable articles intended for personal use,0.28
9804,"Other Drugs and medicines intended for
personal use",0.12
99,Filter khaini,
99,Caffeinated Beverages,0.28
99,Art ware of iron,0.12
99,Hydraulic and its parts thereof for tractors,0.18
99,"Products for oral application or transdermal application or for application otherwise than orally or transdermally, containing nicotine and intended to assist
tobacco use cessation",0.18
99,Pan masala containing tobacco ‘Gutkha’,
99,Chewing tobacco (with lime tube),
99,"Stone art ware, stone inlay work",0.12
99,Cut tobacco,
99,"All goods, other than pan masala containing tobacco 'gutkha', not bearing a brand name",
99,"Other non-alcoholic beverages [other than
tender coconut water and caffeinated beverages",0.18
99,Condensed milk,0.12
99,Chewing tobacco (without lime tube),
99,Beverages containing milk,0.12
99,Fruit pulp or fruit juice based drinks [other than Carbonated Beverages of Fruit Drink or Carbonated Beverages with Fruit Juice],0.12
99,Soya milk drinks,0.12
99,Preparations containing snuff,
99,"All goods, including refined sugar containing added flavouring or colouring
matter, sugar cubes (other than those which attract 5% or nil GST)",0.12
99,Aluminium art ware,0.12
99,Preparations containing chewing tobacco,
99,"Carved wood products, art ware/decorative
articles of wood (including inlay work, casks, barrel, vats)",0.12
99,Jarda scented tobacco,
99,"Fender, Hood, wrapper, Grill, Side Panel, Extension Plates, Fuel Tank and parts
thereof for tractors”",0.18
99,"All goods, other than pan masala containing tobacco 'gutkha', bearing a brand name",
99,"Tobacco extracts and essence not bearing a brand
name",
99,Caffeinated Beverages,
99,Snuff,
99,"Tobacco extracts and essence bearing a brand
name",
99,Parts of kerosene pressure lanterns including gas mantles,0.05
Any,"Scientific and technical instruments, apparatus, equipment, accessories, parts, components, spares, tools, mock ups and modules, raw material and consumables
required for launch vehicles and satellites and payloads",0.05
Any,"All goods other than those mentioned at S. Nos. 1
to 55 above",
Any,"Actionable claim in the form of chance to win
in betting, gambling, or horse racing in race club",0.28
Any,Lottery,0.28
